y_true,y_pred,prob_class_Bundesliga,prob_class_Bundesliga 2,prob_class_EFL Championship,prob_class_LaLiga,prob_class_LaLiga 2,prob_class_Ligue 1,prob_class_Ligue 2,prob_class_Premier League,prob_class_Serie A,prob_class_Serie B,erreur,pays_true,pays_pred,meme_pays
Serie A,Serie B,0.0136556340848731,0.0584822985955584,0.0711439890124464,0.0389967413652586,0.1817817304819302,0.0118803517971183,0.1696832223794553,0.0031231821883122,0.1496897906865387,0.3015630594085086,True,Italie,Italie,True
Bundesliga 2,Bundesliga,0.8279956446612817,0.0377383092281859,0.0513201880752837,0.0035774035861949,0.0171191094741614,0.0117421214130156,0.0132439105109842,0.0101873822458976,0.016481953181329,0.0105939776236654,True,Allemagne,Allemagne,True
Premier League,Serie A,0.1126121701316255,0.0010272627330244,0.0008322405621584,0.0791034501206702,0.0008026833508713,0.1627457109580973,9.547823587882412e-05,0.1262929319087908,0.5162346748910028,0.0002533971078799,True,Angleterre,Italie,False
Ligue 2,EFL Championship,0.0025886044426405,0.0410993870466092,0.5847526099917867,0.0243809481112763,0.1334607385782118,0.0078247557890162,0.143593570934589,0.0168430023124221,0.0069115347852254,0.0385448480082224,True,France,Angleterre,False
Serie B,Serie A,0.0054501687333886,0.0041932239581993,0.0015496808934569,0.0034888168938837,0.0036051824729933,0.0062405808819382,5.9587213669254e-05,0.0019498449202389,0.9573111161613196,0.0161517978709116,True,Italie,Italie,True
LaLiga 2,LaLiga,0.0105568462476695,0.0170173766593113,0.0055671545325381,0.6579254159517268,0.191728900579348,0.0345435891125538,0.0010916096658546,0.0084217105463836,0.0357753886431656,0.0373720080614481,True,Espagne,Espagne,True
LaLiga 2,EFL Championship,0.0037237552849525,0.0871630453761098,0.6903356972426196,0.0173070754179757,0.0370401128505814,0.0167000623652278,0.008077666753031,0.0984758038117318,0.0042895035214143,0.0368872773763556,True,Espagne,Angleterre,False
Serie B,LaLiga,0.0323662456384661,0.0345543254963485,0.0326893712236191,0.2458115622710053,0.2111189292892125,0.0312590758186411,0.0089031226270125,0.0096536009643026,0.2094048907538985,0.1842388759174935,True,Italie,Espagne,False
Serie A,Serie B,0.029811716968595,0.0246966285183193,0.1878174819091823,0.0142735403947258,0.0259139958411798,0.0702106495806129,0.0209203024934835,0.0660587985413837,0.2395245410796763,0.3207723446728408,True,Italie,Italie,True
Serie B,Premier League,0.0029174889846239,0.0198373254151894,0.1788604825775041,0.2525119343511868,0.005834561782404,0.0073798881984042,0.0735951196226623,0.4500499298876727,0.0085453061957226,0.0004679629846297,True,Italie,Angleterre,False
Serie A,Serie B,0.011860523469466,0.0329708922935821,0.0427924642740699,0.0376301806077317,0.0695475156212582,0.0124721980351699,0.0057049613351982,0.0034417448133812,0.2613241332242248,0.5222553863259176,True,Italie,Italie,True
LaLiga 2,LaLiga,0.0511833234195556,0.0109024707524908,0.020452296216614,0.6066025095615045,0.2073769823914908,0.0375919343825555,0.0302163261449989,0.011157992153953,0.0175621881065785,0.0069539768702581,True,Espagne,Espagne,True
